# Temperature.SBTemp_45cm@HD_pit1.20210801.csv generated at 2024-07-10 12:46:39 (UTC-04:00) by AQUARIUS Time-Series 21.3.212.0
# 
# Time-series identifier: Temperature.SBTemp_45cm@HD_pit1
# Location: HD_pit1
# UTC offset: (UTC-05:00)
# Value units: degC
# Value parameter: Temperature
# Interpolation type: Instantaneous Values
# Time-series type: Basic
# 
# Export options: Corrected signal from 2021-08-01T05:00:00Z to 2022-08-01T05:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC-05:00),Value,Approval Level,Grade,Qualifiers
2021-08-01T05:00:00Z,2021-08-01 00:00:00,16.42839,Working,0,
2021-08-01T05:15:00Z,2021-08-01 00:15:00,16.39538,Working,0,
2021-08-01T05:30:00Z,2021-08-01 00:30:00,16.36391,Working,0,
2021-08-01T05:45:00Z,2021-08-01 00:45:00,16.40472,Working,0,
2021-08-01T06:00:00Z,2021-08-01 01:00:00,16.44399,Working,0,
2021-08-01T06:15:00Z,2021-08-01 01:15:00,16.488,Working,0,
2021-08-01T06:30:00Z,2021-08-01 01:30:00,16.4737,Working,0,
2021-08-01T06:45:00Z,2021-08-01 01:45:00,16.46928,Working,0,
2021-08-01T07:00:00Z,2021-08-01 02:00:00,16.528,Working,0,
2021-08-01T07:15:00Z,2021-08-01 02:15:00,16.50062,Working,0,
2021-08-01T07:30:00Z,2021-08-01 02:30:00,16.49347,Working,0,
2021-08-01T07:45:00Z,2021-08-01 02:45:00,16.49936,Working,0,
2021-08-01T08:00:00Z,2021-08-01 03:00:00,16.46297,Working,0,
2021-08-01T08:15:00Z,2021-08-01 03:15:00,16.46864,Working,0,
2021-08-01T08:30:00Z,2021-08-01 03:30:00,16.48674,Working,0,
2021-08-01T08:45:00Z,2021-08-01 03:45:00,16.50904,Working,0,
2021-08-01T09:00:00Z,2021-08-01 04:00:00,16.53748,Working,0,
2021-08-01T09:15:00Z,2021-08-01 04:15:00,16.56499,Working,0,
2021-08-01T09:30:00Z,2021-08-01 04:30:00,16.6194,Working,0,
2021-08-01T09:45:00Z,2021-08-01 04:45:00,16.55225,Working,0,
2021-08-01T10:00:00Z,2021-08-01 05:00:00,16.55029,Working,0,
2021-08-01T10:15:00Z,2021-08-01 05:15:00,16.50907,Working,0,
2021-08-01T10:30:00Z,2021-08-01 05:30:00,16.45478,Working,0,
2021-08-01T10:45:00Z,2021-08-01 05:45:00,16.42598,Working,0,
2021-08-01T11:00:00Z,2021-08-01 06:00:00,16.40554,Working,0,
2021-08-01T11:15:00Z,2021-08-01 06:15:00,16.41676,Working,0,
2021-08-01T11:30:00Z,2021-08-01 06:30:00,16.41616,Working,0,
2021-08-01T11:45:00Z,2021-08-01 06:45:00,16.42018,Working,0,
2021-08-01T12:00:00Z,2021-08-01 07:00:00,16.43944,Working,0,
2021-08-01T12:15:00Z,2021-08-01 07:15:00,16.41715,Working,0,
2021-08-01T12:30:00Z,2021-08-01 07:30:00,16.45688,Working,0,
2021-08-01T12:45:00Z,2021-08-01 07:45:00,16.45394,Working,0,
2021-08-01T13:00:00Z,2021-08-01 08:00:00,16.4569,Working,0,
2021-08-01T13:15:00Z,2021-08-01 08:15:00,16.4335,Working,0,
2021-08-01T13:30:00Z,2021-08-01 08:30:00,16.36966,Working,0,
2021-08-01T13:45:00Z,2021-08-01 08:45:00,16.31343,Working,0,
2021-08-01T14:00:00Z,2021-08-01 09:00:00,16.31053,Working,0,
2021-08-01T14:15:00Z,2021-08-01 09:15:00,16.4044,Working,0,
2021-08-01T14:30:00Z,2021-08-01 09:30:00,16.4266,Working,0,
2021-08-01T14:45:00Z,2021-08-01 09:45:00,16.40381,Working,0,
2021-08-01T15:00:00Z,2021-08-01 10:00:00,16.45173,Working,0,
2021-08-01T15:15:00Z,2021-08-01 10:15:00,16.45935,Working,0,
2021-08-01T15:30:00Z,2021-08-01 10:30:00,16.46908,Working,0,
2021-08-01T15:45:00Z,2021-08-01 10:45:00,16.46104,Working,0,
2021-08-01T16:00:00Z,2021-08-01 11:00:00,16.54515,Working,0,
2021-08-01T16:15:00Z,2021-08-01 11:15:00,16.74661,Working,0,
2021-08-01T16:30:00Z,2021-08-01 11:30:00,16.80918,Working,0,
2021-08-01T16:45:00Z,2021-08-01 11:45:00,16.80714,Working,0,
2021-08-01T17:00:00Z,2021-08-01 12:00:00,16.67596,Working,0,
2021-08-01T17:15:00Z,2021-08-01 12:15:00,16.62059,Working,0,
2021-08-01T17:30:00Z,2021-08-01 12:30:00,16.68381,Working,0,
2021-08-01T17:45:00Z,2021-08-01 12:45:00,16.70172,Working,0,
2021-08-01T18:00:00Z,2021-08-01 13:00:00,16.6654,Working,0,
2021-08-01T18:15:00Z,2021-08-01 13:15:00,16.63481,Working,0,
2021-08-01T18:30:00Z,2021-08-01 13:30:00,16.62912,Working,0,
2021-08-01T18:45:00Z,2021-08-01 13:45:00,16.62764,Working,0,
2021-08-01T19:00:00Z,2021-08-01 14:00:00,16.55134,Working,0,
2021-08-01T19:15:00Z,2021-08-01 14:15:00,16.43352,Working,0,
2021-08-01T19:30:00Z,2021-08-01 14:30:00,16.28493,Working,0,
2021-08-01T19:45:00Z,2021-08-01 14:45:00,16.19632,Working,0,
2021-08-01T20:00:00Z,2021-08-01 15:00:00,16.14988,Working,0,
2021-08-01T20:15:00Z,2021-08-01 15:15:00,16.1641,Working,0,
2021-08-01T20:30:00Z,2021-08-01 15:30:00,16.15929,Working,0,
2021-08-01T20:45:00Z,2021-08-01 15:45:00,16.14109,Working,0,
2021-08-01T21:00:00Z,2021-08-01 16:00:00,16.14632,Working,0,
2021-08-01T21:15:00Z,2021-08-01 16:15:00,16.16389,Working,0,
2021-08-01T21:30:00Z,2021-08-01 16:30:00,16.20029,Working,0,
2021-08-01T21:45:00Z,2021-08-01 16:45:00,16.18355,Working,0,
