# Volumetric_Water_Content.VWC_15cm@HW_pit2.20211001.csv generated at 2024-12-03 15:51:51 (UTC-05:00) by AQUARIUS Time-Series 21.3.212.0
# 
# Time-series identifier: Volumetric Water Content.VWC_15cm@HW_pit2
# Location: HW_pit2
# UTC offset: (UTC-05:00)
# Value units: %
# Value parameter: Volumetric Water Content
# Interpolation type: Instantaneous Values
# Time-series type: Basic
# 
# Export options: Corrected signal from 2021-10-01T05:00:00Z to 2023-04-29T05:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC-05:00),Value,Approval Level,Grade,Qualifiers
2021-10-01T05:00:00Z,2021-10-01 00:00:00,0.19,Working,0,
2021-10-01T05:15:00Z,2021-10-01 00:15:00,0.19,Working,0,
2021-10-01T05:30:00Z,2021-10-01 00:30:00,0.19,Working,0,
2021-10-01T05:45:00Z,2021-10-01 00:45:00,0.19,Working,0,
2021-10-01T06:00:00Z,2021-10-01 01:00:00,0.19,Working,0,
2021-10-01T06:15:00Z,2021-10-01 01:15:00,0.19,Working,0,
2021-10-01T06:30:00Z,2021-10-01 01:30:00,0.19,Working,0,
2021-10-01T06:45:00Z,2021-10-01 01:45:00,0.19,Working,0,
2021-10-01T07:00:00Z,2021-10-01 02:00:00,0.19,Working,0,
2021-10-01T07:15:00Z,2021-10-01 02:15:00,0.19,Working,0,
2021-10-01T07:30:00Z,2021-10-01 02:30:00,0.19,Working,0,
2021-10-01T07:45:00Z,2021-10-01 02:45:00,0.19,Working,0,
2021-10-01T08:00:00Z,2021-10-01 03:00:00,0.19,Working,0,
2021-10-01T08:15:00Z,2021-10-01 03:15:00,0.19,Working,0,
2021-10-01T08:30:00Z,2021-10-01 03:30:00,0.19,Working,0,
2021-10-01T08:45:00Z,2021-10-01 03:45:00,0.19,Working,0,
2021-10-01T09:00:00Z,2021-10-01 04:00:00,0.19,Working,0,
2021-10-01T09:15:00Z,2021-10-01 04:15:00,0.19,Working,0,
2021-10-01T09:30:00Z,2021-10-01 04:30:00,0.19,Working,0,
2021-10-01T09:45:00Z,2021-10-01 04:45:00,0.19,Working,0,
2021-10-01T10:00:00Z,2021-10-01 05:00:00,0.19,Working,0,
2021-10-01T10:15:00Z,2021-10-01 05:15:00,0.19,Working,0,
2021-10-01T10:30:00Z,2021-10-01 05:30:00,0.19,Working,0,
2021-10-01T10:45:00Z,2021-10-01 05:45:00,0.19,Working,0,
2021-10-01T11:00:00Z,2021-10-01 06:00:00,0.19,Working,0,
2021-10-01T11:15:00Z,2021-10-01 06:15:00,0.19,Working,0,
2021-10-01T11:30:00Z,2021-10-01 06:30:00,0.19,Working,0,
2021-10-01T11:45:00Z,2021-10-01 06:45:00,0.19,Working,0,
2021-10-01T12:00:00Z,2021-10-01 07:00:00,0.19,Working,0,
2021-10-01T12:15:00Z,2021-10-01 07:15:00,0.19,Working,0,
2021-10-01T12:30:00Z,2021-10-01 07:30:00,0.19,Working,0,
2021-10-01T12:45:00Z,2021-10-01 07:45:00,0.19,Working,0,
2021-10-01T13:00:00Z,2021-10-01 08:00:00,0.19,Working,0,
2021-10-01T13:15:00Z,2021-10-01 08:15:00,0.19,Working,0,
2021-10-01T13:30:00Z,2021-10-01 08:30:00,0.19,Working,0,
2021-10-01T13:45:00Z,2021-10-01 08:45:00,0.19,Working,0,
